time,temperature_2m (°C),rain (mm),cloud_cover (%),wind_speed_10m (m/s),is_day (),sunshine_duration (s)
2016-07-27T17:00,16.1,1.80,100,8.13,1,0.00
2016-07-27T18:00,16.3,1.50,100,9.78,1,0.00
2016-07-27T19:00,16.2,2.40,100,7.16,1,0.00
2016-07-27T20:00,16.1,2.80,100,4.43,1,0.00
2016-07-27T21:00,15.7,0.70,55,6.15,1,2009.48
2016-07-27T22:00,15.0,0.00,34,6.11,1,154.48
2016-07-27T23:00,14.4,0.00,18,5.20,0,0.00
2016-07-28T00:00,14.4,0.00,38,4.04,0,0.00
2016-07-28T01:00,14.2,0.10,65,4.17,0,0.00
2016-07-28T02:00,13.9,0.10,100,4.50,0,0.00
2016-07-28T03:00,13.9,0.40,70,4.55,0,0.00
2016-07-28T04:00,13.8,0.20,71,4.74,0,0.00
2016-07-28T05:00,14.0,0.20,66,4.74,0,0.00
2016-07-28T06:00,14.2,0.20,48,4.92,1,0.00
2016-07-28T07:00,14.3,0.00,59,4.83,1,3308.32
2016-07-28T08:00,14.5,0.20,56,4.39,1,3600.00
2016-07-28T09:00,14.5,0.30,61,4.28,1,3600.00
2016-07-28T10:00,14.9,0.30,67,4.61,1,3600.00
2016-07-28T11:00,15.5,0.60,87,4.67,1,3456.15
2016-07-28T12:00,15.2,0.30,45,5.42,1,2463.69
2016-07-28T13:00,16.0,0.20,82,5.28,1,3600.00
2016-07-28T14:00,15.8,0.30,44,5.20,1,3600.00
2016-07-28T15:00,16.0,0.30,54,4.53,1,3600.00
2016-07-28T16:00,16.4,0.30,33,4.40,1,3600.00
2016-07-28T17:00,16.2,0.20,43,3.26,1,3600.00
2016-07-28T18:00,16.6,0.20,48,3.49,1,3600.00
2016-07-28T19:00,16.0,0.30,68,4.12,1,3600.00
2016-07-28T20:00,15.8,0.10,42,3.98,1,3600.00
2016-07-28T21:00,15.7,0.20,39,3.77,1,3600.00
2016-07-28T22:00,15.5,0.00,51,3.86,1,503.06
2016-07-28T23:00,15.2,0.00,45,4.00,0,0.00
2016-07-29T00:00,15.3,0.00,65,4.08,0,0.00
2016-07-29T01:00,14.8,0.20,80,4.02,0,0.00
2016-07-29T02:00,14.7,0.20,76,3.74,0,0.00
2016-07-29T03:00,14.6,0.20,100,3.67,0,0.00
2016-07-29T04:00,14.6,0.30,100,3.75,0,0.00
2016-07-29T05:00,14.6,0.50,100,3.61,0,0.00
2016-07-29T06:00,14.6,0.70,100,3.65,1,0.00
2016-07-29T07:00,14.7,0.80,100,3.77,1,0.00
2016-07-29T08:00,14.8,0.90,100,4.21,1,0.00
2016-07-29T09:00,14.8,1.50,100,4.55,1,0.00
2016-07-29T10:00,14.9,2.20,100,4.84,1,0.00
2016-07-29T11:00,14.9,2.50,100,4.92,1,0.00
2016-07-29T12:00,15.1,2.50,100,3.64,1,97.74
2016-07-29T13:00,15.2,2.20,100,3.49,1,810.99
2016-07-29T14:00,15.0,1.70,100,2.53,1,2742.85
2016-07-29T15:00,15.0,0.80,100,2.50,1,3600.00
2016-07-29T16:00,14.8,0.30,100,3.51,1,3600.00
2016-07-29T17:00,15.3,0.00,100,3.83,1,3600.00
2016-07-29T18:00,15.4,0.00,100,3.76,1,2857.91
2016-07-29T19:00,15.4,0.00,98,3.55,1,3600.00
2016-07-29T20:00,15.2,0.00,70,3.36,1,3600.00
2016-07-29T21:00,14.9,0.00,42,3.26,1,3600.00
2016-07-29T22:00,14.1,0.00,35,2.95,1,264.86
2016-07-29T23:00,13.4,0.00,40,2.68,0,0.00
2016-07-30T00:00,14.1,0.00,68,2.57,0,0.00
2016-07-30T01:00,14.0,0.00,63,2.43,0,0.00
2016-07-30T02:00,13.7,0.00,43,2.96,0,0.00
2016-07-30T03:00,13.4,0.00,44,3.13,0,0.00
2016-07-30T04:00,12.8,0.00,51,2.79,0,0.00
2016-07-30T05:00,12.8,0.00,52,2.34,0,0.00
2016-07-30T06:00,13.1,0.00,52,2.14,1,0.00
2016-07-30T07:00,13.5,0.20,56,2.43,1,731.77
2016-07-30T08:00,13.7,0.00,62,2.62,1,3600.00
2016-07-30T09:00,13.8,0.40,74,2.80,1,3600.00
2016-07-30T10:00,14.0,0.30,62,2.61,1,3600.00
2016-07-30T11:00,14.5,0.40,65,2.93,1,3600.00
2016-07-30T12:00,14.8,0.40,50,4.46,1,3600.00
2016-07-30T13:00,14.7,0.40,54,4.30,1,3600.00
2016-07-30T14:00,15.0,0.20,61,4.91,1,3600.00
2016-07-30T15:00,15.3,0.10,69,4.40,1,3600.00
2016-07-30T16:00,15.3,0.10,81,4.30,1,3600.00
2016-07-30T17:00,14.7,0.30,56,4.70,1,3600.00
2016-07-30T18:00,14.8,0.00,52,4.53,1,3600.00
2016-07-30T19:00,14.7,0.00,46,4.65,1,3600.00
2016-07-30T20:00,14.7,0.10,50,4.10,1,3600.00
2016-07-30T21:00,14.0,0.20,56,3.79,1,3305.40
2016-07-30T22:00,13.8,0.40,59,3.86,1,0.00
2016-07-30T23:00,13.3,0.40,65,3.90,0,0.00
2016-07-31T00:00,13.4,0.50,83,4.59,0,0.00
2016-07-31T01:00,13.2,0.70,100,4.52,0,0.00
2016-07-31T02:00,13.0,0.80,97,3.96,0,0.00
2016-07-31T03:00,12.9,0.90,52,3.48,0,0.00
2016-07-31T04:00,12.8,0.90,41,3.57,0,0.00
2016-07-31T05:00,12.6,0.70,53,3.79,0,0.00
2016-07-31T06:00,12.7,0.60,55,4.04,1,0.00
2016-07-31T07:00,12.8,0.60,52,3.75,1,1341.92
2016-07-31T08:00,13.2,0.70,44,3.57,1,3600.00
2016-07-31T09:00,13.8,0.90,70,3.77,1,3600.00
2016-07-31T10:00,14.1,1.10,76,4.53,1,3600.00
2016-07-31T11:00,14.2,1.80,77,5.59,1,3600.00
2016-07-31T12:00,14.3,1.70,83,6.22,1,3600.00
2016-07-31T13:00,14.3,1.60,99,6.25,1,2886.09
2016-07-31T14:00,14.1,2.00,75,5.99,1,3600.00
2016-07-31T15:00,14.3,2.20,71,5.98,1,3600.00
2016-07-31T16:00,14.7,1.30,72,4.65,1,3600.00
2016-07-31T17:00,14.3,1.90,62,4.13,1,3600.00
2016-07-31T18:00,14.3,1.30,63,4.76,1,3600.00
2016-07-31T19:00,14.0,2.60,65,5.30,1,3600.00
2016-07-31T20:00,13.8,2.10,81,5.02,1,3600.00
2016-07-31T21:00,13.6,3.30,45,5.11,1,1620.04
2016-07-31T22:00,13.7,3.20,66,4.44,1,0.00
2016-07-31T23:00,13.2,2.40,65,3.67,0,0.00
2016-08-01T00:00,12.8,1.20,83,3.83,0,0.00
2016-08-01T01:00,12.6,0.40,100,4.71,0,0.00
2016-08-01T02:00,12.5,0.30,100,4.26,0,0.00
2016-08-01T03:00,12.4,0.20,94,3.51,0,0.00
2016-08-01T04:00,12.5,0.20,78,3.47,0,0.00
2016-08-01T05:00,12.6,0.30,72,3.48,0,0.00
2016-08-01T06:00,12.6,0.40,98,3.42,1,0.00
2016-08-01T07:00,12.7,0.60,74,2.97,1,1330.03
2016-08-01T08:00,13.2,0.70,58,2.51,1,2432.22
2016-08-01T09:00,13.6,0.90,69,2.84,1,3600.00
2016-08-01T10:00,13.7,0.50,70,4.15,1,3600.00
2016-08-01T11:00,14.0,0.70,80,5.47,1,3600.00
2016-08-01T12:00,13.8,0.50,65,5.58,1,3600.00
2016-08-01T13:00,14.0,0.70,68,5.95,1,3600.00
2016-08-01T14:00,13.6,0.90,90,5.44,1,3600.00
2016-08-01T15:00,13.8,0.50,88,5.24,1,3600.00
2016-08-01T16:00,13.9,0.50,76,5.36,1,3600.00
2016-08-01T17:00,13.7,0.50,88,5.56,1,3166.83
2016-08-01T18:00,13.2,0.50,98,5.74,1,1304.92
2016-08-01T19:00,13.0,0.60,93,5.41,1,3600.00
2016-08-01T20:00,13.1,0.50,86,5.41,1,1400.78
2016-08-01T21:00,13.1,0.70,76,5.76,1,1700.35
2016-08-01T22:00,13.0,0.40,69,5.46,1,0.00
2016-08-01T23:00,13.0,0.70,71,5.02,0,0.00
2016-08-02T00:00,13.2,1.00,96,5.02,0,0.00
2016-08-02T01:00,13.1,1.20,70,6.36,0,0.00
2016-08-02T02:00,12.6,1.20,57,6.41,0,0.00
2016-08-02T03:00,12.7,0.90,65,6.10,0,0.00
2016-08-02T04:00,12.6,1.30,76,5.40,0,0.00
2016-08-02T05:00,12.5,0.90,78,5.30,0,0.00
2016-08-02T06:00,12.6,0.80,67,5.32,1,0.00
2016-08-02T07:00,13.0,0.70,76,5.02,1,0.00
2016-08-02T08:00,13.3,0.40,66,4.74,1,1975.28
2016-08-02T09:00,13.8,0.50,76,4.49,1,3600.00
2016-08-02T10:00,14.1,0.50,71,4.34,1,3600.00
2016-08-02T11:00,14.6,0.30,73,4.05,1,3600.00
2016-08-02T12:00,14.3,0.20,88,4.20,1,3600.00
2016-08-02T13:00,14.5,0.10,70,4.68,1,3600.00
2016-08-02T14:00,14.8,0.20,53,5.00,1,3600.00
2016-08-02T15:00,15.1,0.10,64,4.46,1,3600.00
2016-08-02T16:00,15.4,0.00,60,4.52,1,3600.00
2016-08-02T17:00,15.5,0.00,58,4.46,1,3600.00
2016-08-02T18:00,15.2,0.00,48,4.93,1,3600.00
2016-08-02T19:00,15.1,0.00,70,4.68,1,3600.00
2016-08-02T20:00,15.0,0.00,74,4.27,1,3600.00
2016-08-02T21:00,14.7,0.00,93,4.08,1,2919.25
2016-08-02T22:00,14.4,0.00,91,3.29,0,0.00
2016-08-02T23:00,13.6,0.00,85,2.33,0,0.00
2016-08-03T00:00,13.8,0.00,53,2.86,0,0.00
2016-08-03T01:00,13.9,0.00,68,2.78,0,0.00
2016-08-03T02:00,13.4,0.00,60,2.43,0,0.00
2016-08-03T03:00,13.1,0.00,45,2.50,0,0.00
2016-08-03T04:00,13.1,0.00,38,3.19,0,0.00
2016-08-03T05:00,12.9,0.00,52,3.89,0,0.00
2016-08-03T06:00,12.6,0.00,57,4.63,1,0.00
2016-08-03T07:00,12.7,0.00,39,4.88,1,0.00
2016-08-03T08:00,13.0,0.00,39,4.79,1,0.00
2016-08-03T09:00,14.3,0.00,62,5.37,1,3600.00
2016-08-03T10:00,15.2,0.00,68,5.83,1,3600.00
2016-08-03T11:00,16.2,0.40,75,6.64,1,3600.00
2016-08-03T12:00,16.5,0.40,90,6.24,1,3600.00
2016-08-03T13:00,16.1,0.90,79,6.00,1,737.72
2016-08-03T14:00,16.0,0.90,91,6.04,1,0.00
2016-08-03T15:00,15.9,1.80,82,5.64,1,197.67
2016-08-03T16:00,15.6,2.00,97,6.13,1,0.00
2016-08-03T17:00,15.5,2.30,100,6.15,1,0.00
2016-08-03T18:00,15.9,1.40,100,6.32,1,0.00
2016-08-03T19:00,16.0,0.40,100,6.17,1,0.00
2016-08-03T20:00,16.1,0.50,100,6.19,1,0.00
2016-08-03T21:00,16.0,0.40,100,5.94,1,0.00
2016-08-03T22:00,15.9,0.60,100,5.20,0,0.00
2016-08-03T23:00,15.9,0.90,100,4.10,0,0.00
2016-08-04T00:00,16.0,0.70,100,3.89,0,0.00
2016-08-04T01:00,15.8,0.80,100,4.26,0,0.00
2016-08-04T02:00,15.6,0.50,100,3.61,0,0.00
2016-08-04T03:00,15.4,0.60,100,2.72,0,0.00
2016-08-04T04:00,15.4,0.40,100,2.77,0,0.00
2016-08-04T05:00,15.3,0.30,100,3.10,0,0.00
2016-08-04T06:00,15.2,0.30,100,3.71,1,0.00
2016-08-04T07:00,15.3,0.20,100,3.88,1,192.89
2016-08-04T08:00,15.6,0.20,100,4.22,1,1961.49
2016-08-04T09:00,15.6,0.20,100,4.48,1,933.72
2016-08-04T10:00,15.8,0.80,100,4.78,1,0.00
2016-08-04T11:00,16.1,0.90,80,4.95,1,2453.29
2016-08-04T12:00,16.4,0.50,100,4.21,1,3600.00
2016-08-04T13:00,17.0,0.50,98,4.52,1,3600.00
2016-08-04T14:00,16.6,1.30,63,3.89,1,3600.00
2016-08-04T15:00,16.4,1.40,81,3.98,1,3600.00
2016-08-04T16:00,16.3,1.10,46,3.45,1,3600.00
2016-08-04T17:00,16.1,1.20,89,3.16,1,3537.48
2016-08-04T18:00,16.2,0.30,66,2.77,1,3600.00
2016-08-04T19:00,16.4,0.40,46,2.60,1,2419.29
2016-08-04T20:00,16.2,1.10,76,2.15,1,0.00
2016-08-04T21:00,15.9,0.10,82,1.64,1,1185.44
2016-08-04T22:00,15.9,0.00,85,1.35,0,0.00
2016-08-04T23:00,15.6,0.00,100,0.78,0,0.00
2016-08-05T00:00,15.6,0.00,59,0.98,0,0.00
2016-08-05T01:00,14.7,0.00,78,1.65,0,0.00
2016-08-05T02:00,14.6,0.00,73,1.61,0,0.00
2016-08-05T03:00,14.4,0.00,73,1.90,0,0.00
2016-08-05T04:00,14.3,0.00,100,1.91,0,0.00
2016-08-05T05:00,14.3,0.00,90,2.40,0,0.00
2016-08-05T06:00,14.7,0.00,100,2.44,1,0.00
2016-08-05T07:00,14.8,0.00,91,2.77,1,30.24
2016-08-05T08:00,15.3,0.00,74,3.72,1,2570.56
2016-08-05T09:00,15.7,0.10,73,4.44,1,3600.00
2016-08-05T10:00,16.1,0.10,49,4.79,1,3600.00
2016-08-05T11:00,17.0,0.10,30,5.02,1,3600.00
2016-08-05T12:00,16.7,0.20,59,5.92,1,3600.00
2016-08-05T13:00,16.6,0.20,68,6.05,1,3600.00
2016-08-05T14:00,16.6,0.20,64,6.58,1,3600.00
2016-08-05T15:00,16.1,0.00,55,7.14,1,3600.00
2016-08-05T16:00,15.5,0.00,56,7.64,1,3600.00
2016-08-05T17:00,15.6,0.00,59,7.35,1,3600.00
2016-08-05T18:00,15.4,0.00,38,7.23,1,3600.00
2016-08-05T19:00,15.1,0.00,39,7.14,1,3600.00
2016-08-05T20:00,14.8,0.00,53,6.74,1,3600.00
2016-08-05T21:00,14.5,0.00,40,6.51,1,3600.00
2016-08-05T22:00,14.2,0.00,51,6.15,0,0.00
2016-08-05T23:00,14.0,0.00,87,5.95,0,0.00
2016-08-06T00:00,14.2,0.00,81,5.81,0,0.00
2016-08-06T01:00,14.1,0.10,86,5.98,0,0.00
2016-08-06T02:00,13.7,0.20,100,6.24,0,0.00
2016-08-06T03:00,13.4,0.20,100,6.91,0,0.00
2016-08-06T04:00,13.5,0.10,100,7.44,0,0.00
2016-08-06T05:00,13.5,0.00,100,7.60,0,0.00
2016-08-06T06:00,13.4,0.00,100,7.49,1,0.00
2016-08-06T07:00,13.4,0.00,86,7.49,1,218.76
2016-08-06T08:00,13.6,0.00,70,7.66,1,3600.00
2016-08-06T09:00,13.9,0.00,70,8.20,1,3600.00
2016-08-06T10:00,14.2,0.00,61,8.60,1,3600.00
2016-08-06T11:00,14.4,0.00,68,8.51,1,3600.00
2016-08-06T12:00,14.5,0.00,45,8.18,1,3600.00
2016-08-06T13:00,14.7,0.00,48,8.20,1,3600.00
2016-08-06T14:00,14.7,0.00,55,8.23,1,3600.00
2016-08-06T15:00,14.7,0.00,55,8.15,1,3600.00
2016-08-06T16:00,14.8,0.00,72,7.99,1,3600.00
2016-08-06T17:00,14.7,0.00,63,7.78,1,3600.00
2016-08-06T18:00,14.6,0.00,73,7.29,1,3516.27
2016-08-06T19:00,14.6,0.00,66,6.73,1,3600.00
2016-08-06T20:00,14.4,0.00,51,5.89,1,3600.00
2016-08-06T21:00,14.0,0.00,34,4.90,1,3600.00
2016-08-06T22:00,13.6,0.00,43,4.11,0,0.00
2016-08-06T23:00,13.2,0.00,43,2.84,0,0.00
2016-08-07T00:00,12.5,0.00,4,0.78,0,0.00
2016-08-07T01:00,11.5,0.00,43,1.42,0,0.00
2016-08-07T02:00,12.9,0.00,76,2.28,0,0.00
2016-08-07T03:00,12.9,0.20,96,2.57,0,0.00
2016-08-07T04:00,11.9,0.30,59,3.76,0,0.00
2016-08-07T05:00,12.4,0.30,61,5.06,0,0.00
2016-08-07T06:00,12.7,0.00,100,5.88,1,0.00
2016-08-07T07:00,13.0,0.00,100,7.01,1,0.00
2016-08-07T08:00,13.6,0.00,100,7.86,1,0.00
2016-08-07T09:00,14.1,0.00,100,8.76,1,0.00
2016-08-07T10:00,14.5,0.20,100,9.03,1,0.00
2016-08-07T11:00,14.9,0.90,100,8.78,1,0.00
2016-08-07T12:00,15.7,0.50,100,7.18,1,0.00
2016-08-07T13:00,16.4,1.00,95,6.98,1,2730.79
2016-08-07T14:00,16.5,0.60,82,7.32,1,3600.00
2016-08-07T15:00,16.2,0.20,68,7.49,1,3600.00
2016-08-07T16:00,16.0,0.20,100,7.43,1,3600.00
2016-08-07T17:00,15.8,0.30,80,7.55,1,3600.00
2016-08-07T18:00,15.9,0.20,67,7.92,1,3600.00
2016-08-07T19:00,15.7,0.20,66,7.55,1,3600.00
2016-08-07T20:00,15.6,0.20,82,7.34,1,339.45
2016-08-07T21:00,15.4,0.20,87,7.47,1,0.00
2016-08-07T22:00,15.6,0.10,61,7.49,0,0.00
2016-08-07T23:00,15.7,0.20,57,8.10,0,0.00
2016-08-08T00:00,15.4,0.50,100,8.75,0,0.00
2016-08-08T01:00,15.4,1.00,100,9.34,0,0.00
2016-08-08T02:00,15.4,2.60,100,9.92,0,0.00
2016-08-08T03:00,15.3,3.60,100,9.53,0,0.00
2016-08-08T04:00,15.2,2.10,100,8.66,0,0.00
2016-08-08T05:00,15.0,0.70,100,8.68,0,0.00
2016-08-08T06:00,14.4,0.50,70,8.46,1,0.00
2016-08-08T07:00,14.0,0.50,78,8.90,1,1346.02
2016-08-08T08:00,13.8,1.60,64,9.43,1,2232.73
2016-08-08T09:00,13.6,0.80,100,9.71,1,2029.50
2016-08-08T10:00,13.6,1.60,100,9.35,1,0.00
2016-08-08T11:00,14.1,1.60,100,10.75,1,0.00
2016-08-08T12:00,13.8,1.20,100,10.72,1,0.00
2016-08-08T13:00,13.6,0.90,100,11.25,1,0.00
2016-08-08T14:00,13.3,1.00,100,11.46,1,0.00
2016-08-08T15:00,12.9,1.10,100,11.74,1,0.00
2016-08-08T16:00,12.8,1.10,100,11.94,1,328.47
2016-08-08T17:00,12.8,0.70,50,12.17,1,2424.17
2016-08-08T18:00,12.6,1.00,82,10.92,1,3600.00
2016-08-08T19:00,12.5,0.50,68,10.69,1,3600.00
2016-08-08T20:00,12.3,0.50,65,10.52,1,3600.00
2016-08-08T21:00,11.9,1.00,48,11.23,1,1519.91
2016-08-08T22:00,11.7,1.40,70,11.14,0,0.00
2016-08-08T23:00,11.5,1.70,78,11.63,0,0.00
2016-08-09T00:00,11.5,1.30,97,11.56,0,0.00
2016-08-09T01:00,11.5,1.40,100,11.59,0,0.00
2016-08-09T02:00,11.4,1.80,100,12.35,0,0.00
2016-08-09T03:00,11.6,1.70,100,12.43,0,0.00
2016-08-09T04:00,11.8,1.50,100,12.48,0,0.00
2016-08-09T05:00,11.7,1.40,97,12.97,0,0.00
2016-08-09T06:00,11.8,1.00,70,12.84,1,0.00
2016-08-09T07:00,11.6,1.00,68,12.48,1,0.00
2016-08-09T08:00,11.4,0.90,69,12.03,1,988.66
2016-08-09T09:00,11.4,1.10,100,10.96,1,2522.52
2016-08-09T10:00,11.3,1.20,100,11.09,1,0.00
2016-08-09T11:00,11.3,1.10,100,11.37,1,0.00
2016-08-09T12:00,11.3,1.20,83,10.96,1,0.00
2016-08-09T13:00,11.4,1.20,67,10.96,1,0.00
2016-08-09T14:00,11.6,1.20,100,10.04,1,0.00
2016-08-09T15:00,11.6,1.00,92,11.10,1,0.00
2016-08-09T16:00,11.7,0.60,96,10.62,1,2168.28
2016-08-09T17:00,11.5,0.50,95,10.78,1,2651.58
2016-08-09T18:00,11.3,0.50,100,10.84,1,1848.65
2016-08-09T19:00,11.3,0.40,100,10.48,1,2175.84
2016-08-09T20:00,11.3,0.20,100,10.39,1,0.00
2016-08-09T21:00,11.2,0.00,100,10.07,1,0.00
2016-08-09T22:00,11.0,0.00,100,10.20,0,0.00
2016-08-09T23:00,11.0,0.00,100,10.20,0,0.00
2016-08-10T00:00,11.5,0.00,90,10.20,0,0.00
2016-08-10T01:00,11.5,0.00,59,9.76,0,0.00
2016-08-10T02:00,11.5,0.00,33,10.33,0,0.00
2016-08-10T03:00,11.6,0.00,27,10.78,0,0.00
2016-08-10T04:00,11.6,0.00,40,10.93,0,0.00
2016-08-10T05:00,11.5,0.00,34,10.98,0,0.00
2016-08-10T06:00,11.4,0.00,28,10.81,1,0.00
2016-08-10T07:00,11.4,0.00,24,10.42,1,832.79
2016-08-10T08:00,11.5,0.00,18,9.75,1,3600.00
2016-08-10T09:00,11.8,0.00,25,9.94,1,3600.00
2016-08-10T10:00,11.9,0.00,32,9.66,1,3600.00
2016-08-10T11:00,12.4,0.00,38,9.55,1,3600.00
2016-08-10T12:00,12.4,0.00,35,8.26,1,3600.00
2016-08-10T13:00,12.7,0.00,39,8.32,1,3600.00
2016-08-10T14:00,12.8,0.00,38,8.97,1,3600.00
2016-08-10T15:00,12.6,0.00,32,9.43,1,3600.00
2016-08-10T16:00,12.6,0.00,28,9.30,1,3600.00
2016-08-10T17:00,12.6,0.00,33,9.07,1,3600.00
2016-08-10T18:00,12.2,0.00,28,8.80,1,3600.00
2016-08-10T19:00,12.0,0.00,40,8.44,1,3600.00
2016-08-10T20:00,11.6,0.10,44,7.75,1,3600.00
2016-08-10T21:00,11.3,0.00,39,6.94,1,3248.43
2016-08-10T22:00,11.0,0.00,43,6.35,0,0.00
2016-08-10T23:00,10.5,0.10,43,5.81,0,0.00
2016-08-11T00:00,10.2,0.20,30,4.92,0,0.00
2016-08-11T01:00,9.8,0.20,45,4.20,0,0.00
2016-08-11T02:00,9.4,0.10,27,3.45,0,0.00
2016-08-11T03:00,9.0,0.00,36,3.27,0,0.00
2016-08-11T04:00,8.6,0.00,27,3.13,0,0.00
2016-08-11T05:00,8.5,0.00,22,2.50,0,0.00
2016-08-11T06:00,8.1,0.00,1,1.88,1,0.00
2016-08-11T07:00,8.3,0.00,3,1.64,1,1359.69
2016-08-11T08:00,9.2,0.00,0,1.64,1,3600.00
2016-08-11T09:00,10.2,0.00,2,1.56,1,3600.00
2016-08-11T10:00,11.0,0.00,2,1.39,1,3600.00
2016-08-11T11:00,11.7,0.00,23,1.30,1,3600.00
2016-08-11T12:00,12.5,0.00,56,1.14,1,3600.00
2016-08-11T13:00,12.8,0.00,37,0.92,1,3600.00
2016-08-11T14:00,13.0,0.00,40,1.40,1,3600.00
2016-08-11T15:00,13.2,0.00,30,1.55,1,3600.00
2016-08-11T16:00,13.3,0.00,30,1.58,1,3600.00
2016-08-11T17:00,13.3,0.00,35,2.13,1,3600.00
2016-08-11T18:00,13.4,0.00,64,2.13,1,3600.00
2016-08-11T19:00,13.2,0.00,67,2.06,1,3600.00
2016-08-11T20:00,12.8,0.00,65,1.97,1,3600.00
2016-08-11T21:00,12.5,0.00,57,2.01,1,1697.26
2016-08-11T22:00,12.4,0.00,77,2.24,0,0.00
2016-08-11T23:00,11.7,0.00,41,2.68,0,0.00
2016-08-12T00:00,11.4,0.00,63,4.04,0,0.00
2016-08-12T01:00,11.5,0.00,92,4.25,0,0.00
2016-08-12T02:00,11.7,0.00,100,4.56,0,0.00
2016-08-12T03:00,12.1,0.00,100,5.19,0,0.00
2016-08-12T04:00,12.7,0.00,100,5.42,0,0.00
2016-08-12T05:00,13.1,0.30,100,5.41,0,0.00
2016-08-12T06:00,13.2,0.80,100,5.29,1,0.00
2016-08-12T07:00,13.2,1.00,100,5.34,1,0.00
2016-08-12T08:00,13.3,1.20,100,5.73,1,0.00
2016-08-12T09:00,13.6,1.20,100,5.89,1,0.00
2016-08-12T10:00,13.7,1.20,100,6.18,1,0.00
2016-08-12T11:00,14.0,1.00,100,6.76,1,0.00
2016-08-12T12:00,14.5,1.30,100,7.28,1,0.00
2016-08-12T13:00,14.8,2.20,100,6.77,1,0.00
2016-08-12T14:00,14.9,2.50,100,6.62,1,0.00
2016-08-12T15:00,15.0,2.20,100,6.19,1,0.00
2016-08-12T16:00,15.1,1.10,100,6.30,1,0.00
2016-08-12T17:00,15.1,0.70,100,5.92,1,0.00
2016-08-12T18:00,15.2,0.60,100,6.08,1,0.00
2016-08-12T19:00,15.3,0.70,100,6.89,1,0.00
2016-08-12T20:00,15.2,0.70,100,7.62,1,0.00
2016-08-12T21:00,14.7,0.40,100,7.78,1,0.00
2016-08-12T22:00,14.4,0.50,100,7.92,0,0.00
2016-08-12T23:00,14.3,0.50,100,8.02,0,0.00
2016-08-13T00:00,14.1,0.40,100,7.94,0,0.00
2016-08-13T01:00,14.0,0.30,100,7.33,0,0.00
2016-08-13T02:00,13.9,0.20,100,6.54,0,0.00
2016-08-13T03:00,13.8,0.20,87,5.57,0,0.00
2016-08-13T04:00,13.8,0.10,80,4.21,0,0.00
2016-08-13T05:00,13.6,0.00,71,2.32,0,0.00
2016-08-13T06:00,13.4,0.20,97,1.49,1,0.00
2016-08-13T07:00,13.5,0.10,100,3.32,1,14.69
2016-08-13T08:00,13.5,0.90,100,4.72,1,0.00
2016-08-13T09:00,13.5,2.00,100,5.44,1,0.00
2016-08-13T10:00,13.6,2.00,100,4.98,1,0.00
2016-08-13T11:00,14.0,1.10,100,4.06,1,0.00
2016-08-13T12:00,14.8,0.50,100,4.18,1,0.00
2016-08-13T13:00,14.9,0.40,100,5.06,1,0.00
2016-08-13T14:00,15.1,0.10,100,7.56,1,0.00
2016-08-13T15:00,14.7,0.20,100,9.10,1,1453.70
2016-08-13T16:00,14.4,0.20,98,8.79,1,3175.55
2016-08-13T17:00,14.1,0.00,100,8.32,1,3600.00
2016-08-13T18:00,13.9,0.10,66,7.88,1,1111.05
2016-08-13T19:00,13.8,0.10,73,6.92,1,3600.00
2016-08-13T20:00,13.8,0.00,81,6.56,1,1970.56
2016-08-13T21:00,13.9,0.20,65,6.12,1,0.00
2016-08-13T22:00,13.9,0.10,70,5.20,0,0.00
2016-08-13T23:00,13.7,0.30,100,5.08,0,0.00
2016-08-14T00:00,13.7,0.30,100,5.08,0,0.00
2016-08-14T01:00,13.5,0.30,100,5.24,0,0.00
2016-08-14T02:00,13.6,0.40,100,5.16,0,0.00
2016-08-14T03:00,13.5,0.30,100,5.14,0,0.00
2016-08-14T04:00,13.4,0.30,86,5.23,0,0.00
2016-08-14T05:00,13.3,0.20,100,4.96,0,0.00
2016-08-14T06:00,13.3,0.10,100,4.42,1,0.00
2016-08-14T07:00,13.4,0.10,100,4.24,1,0.00
2016-08-14T08:00,13.5,0.00,94,3.86,1,0.00
2016-08-14T09:00,13.7,0.00,72,3.86,1,3600.00
2016-08-14T10:00,14.1,0.00,63,4.30,1,3600.00
2016-08-14T11:00,14.7,0.00,54,4.74,1,3600.00
2016-08-14T12:00,14.8,0.10,63,4.88,1,3600.00
2016-08-14T13:00,15.0,0.20,62,5.23,1,3600.00
2016-08-14T14:00,14.9,0.20,64,5.10,1,3600.00
2016-08-14T15:00,15.0,0.20,76,4.81,1,3600.00
2016-08-14T16:00,14.7,0.00,62,5.17,1,3600.00
2016-08-14T17:00,14.5,0.00,42,5.53,1,3600.00
2016-08-14T18:00,14.4,0.00,33,5.73,1,3600.00
2016-08-14T19:00,14.3,0.00,40,5.45,1,3600.00
2016-08-14T20:00,14.3,0.00,44,5.11,1,3600.00
2016-08-14T21:00,13.9,0.00,63,5.10,1,1443.07
2016-08-14T22:00,13.5,0.00,53,4.83,0,0.00
2016-08-14T23:00,13.2,0.00,49,4.37,0,0.00
2016-08-15T00:00,13.4,0.00,44,4.37,0,0.00
2016-08-15T01:00,13.3,0.00,58,4.37,0,0.00
2016-08-15T02:00,13.3,0.00,67,4.40,0,0.00
2016-08-15T03:00,13.1,0.00,78,4.46,0,0.00
